time_sec,ecg,r_peak
0.0,0.0045707561963164705,0
0.002777777777777778,-0.015477589033320058,0
0.005555555555555556,0.011501110133574011,0
0.008333333333333333,0.014474976730418816,0
0.011111111111111112,-0.02877686682916079,0
0.013888888888888888,-0.01892188828179357,0
0.016666666666666666,0.002650539070234304,0
0.019444444444444445,-0.0038885947026701356,0
0.022222222222222223,0.0007251175154111135,0
0.025,-0.011696456726292642,0
0.027777777777777776,0.01441221281217414,0
0.030555555555555555,0.013010133994622468,0
0.03333333333333333,0.0024556950528380776,0
0.03611111111111111,0.01849579725355327,0
0.03888888888888889,0.008721725857859849,0
0.041666666666666664,-0.011058435545612944,0
0.044444444444444446,0.007484035015119482,0
0.04722222222222222,-0.012308690634255045,0
0.05,0.015373028376760658,0
0.05277777777777778,0.0015690581139642498,0
0.05555555555555555,-0.0003333712208008293,0
0.058333333333333334,-0.007652819857172652,0
0.06111111111111111,0.021020741180842985,0
0.06388888888888888,0.00048611247098650666,0
0.06666666666666667,-0.0034994961238685265,0
0.06944444444444445,-0.0022352855392690513,0
0.07222222222222222,0.011152579113278856,0
0.075,0.008770750111309254,0
0.07777777777777778,0.00960114744314419,0
0.08055555555555556,0.009993460850829758,0
0.08333333333333333,0.035776762876290974,0
0.08611111111111111,-0.002323360693854258,0
0.08888888888888889,-0.0037900509518193756,0
0.09166666666666666,-0.008192368648534303,0
0.09444444444444444,0.013374449880783717,0
0.09722222222222222,0.021189780296004893,0
0.1,0.0026663196221845004,0
0.10277777777777777,-0.008106584741390192,0
0.10555555555555556,-0.007751332423786068,0
0.10833333333333334,0.014494790631153246,0
0.1111111111111111,0.016004611121848075,0
0.11388888888888889,0.013122896193404315,0
0.11666666666666667,-0.0048873988101232465,0
0.11944444444444445,0.008697209434483101,0
0.12222222222222222,0.007084494820592225,0
0.125,0.008733827185331751,0
0.12777777777777777,0.018644090064083053,0
0.13055555555555556,0.009045618553641093,0
0.13333333333333333,0.015994279622698674,0
0.1361111111111111,0.006943014165403159,0
0.1388888888888889,0.010384729309876758,0
0.14166666666666666,0.015635727355549977,0
0.14444444444444443,-0.015572615083551882,0
0.14722222222222223,0.001607822002954745,0
0.15,-0.000534684560422204,0
0.1527777777777778,-0.002944403304369434,0
0.15555555555555556,0.0026293311680806713,0
0.15833333333333333,0.029298123670598405,0
0.16111111111111112,-0.00599608791844745,0
0.1638888888888889,0.021632761905254486,0
0.16666666666666666,-0.018017422054061587,0
0.16944444444444445,0.002319214382923808,0
0.17222222222222222,0.009900475719596713,0
0.175,0.016369026445262613,0
0.17777777777777778,0.018360420953727745,0
0.18055555555555555,0.019708377850353363,0
0.18333333333333332,0.002693253826107929,0
0.18611111111111112,0.0011046243727371452,0
0.18888888888888888,0.021025118848358622,0
0.19166666666666668,0.005401300390707391,0
0.19444444444444445,-0.010749242425111348,0
0.19722222222222222,-0.008498268833187717,0
0.2,-0.0051759609006875665,0
0.20277777777777778,0.016187812898336144,0
0.20555555555555555,0.010981157743203449,0
0.20833333333333334,0.019316210880518835,0
0.2111111111111111,0.00266408593656527,0
0.21388888888888888,0.011564699552404863,0
0.21666666666666667,0.01868396944654871,0
0.21944444444444444,0.004773202897687093,0
0.2222222222222222,0.01637809243447783,0
0.225,-0.0002895896245217657,0
0.22777777777777777,0.004306097483787063,0
0.23055555555555557,0.004138209867384617,0
0.23333333333333334,-0.007961178566910023,0
0.2361111111111111,0.017392903259245734,0
0.2388888888888889,0.003158940318842788,0
0.24166666666666667,0.010498803380505805,0
0.24444444444444444,0.017633761830127565,0
0.24722222222222223,0.017231451475761776,0
0.25,0.02062493127978504,0
0.25277777777777777,0.009277289494589785,0
0.25555555555555554,0.0045152578986532846,0
0.25833333333333336,0.00977886133264911,0
0.2611111111111111,-0.014225741589573113,0
0.2638888888888889,-0.010513035822547307,0
0.26666666666666666,-0.008537733236120603,0
0.26944444444444443,-0.003547101009902213,0
0.2722222222222222,0.017516783464815004,0
0.275,-0.001953721458958108,0
0.2777777777777778,0.006064043466079432,0
0.28055555555555556,0.03133264420401294,0
0.2833333333333333,0.00660771615228482,0
0.2861111111111111,0.023121580719338293,0
0.28888888888888886,-0.0018385335601711784,0
0.2916666666666667,0.00919076318124102,0
0.29444444444444445,-0.0018717014075723733,0
0.2972222222222222,0.007399141605752386,0
0.3,0.025194971107371338,0
0.30277777777777776,-0.013214045508310247,0
0.3055555555555556,0.01931722530745937,0
0.30833333333333335,0.016471710060547706,0
